"Project ID","Compliance Program ID (ARB or Ecology)","Project Developer","Project Name","Project Type","Project Methodology/Protocol","Initial Crediting Period Start Date","Current Crediting Period Start Date","Current Crediting Period End Date","Voluntary Status","Compliance Program Status (ARB or Ecology)","Project Status Date","Project Site Location","Project Site State","Project Site Country","Sustainable Development Goal(s)","Current VVB","ACR Project Validation","Total Number of Credits Registered ","Documents","Project Website",
"ACR564","N/A","Tradewater, LLC","Tradewater HFC Reclamation","Industrial Process Emissions","Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","12/26/2019","12/26/2019","12/25/2034","Completed","Not ARB or Ecology Eligible","08/04/2022","Chicago","ILLINOIS","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","TÜV SÜD America, Inc. – Ruby Canyon","10352","View","Tradewater.us",
"ACR793","N/A","Tradewater, LLC","Tradewater International - Saudi Arabia 1.0","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","08/23/2022","08/23/2022","08/22/2032","Listed","Not ARB or Ecology Eligible","07/20/2022","Sustainable Environmental Works Co.","Rabigh","SA","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","","","","View","",
"ACR814","N/A","Tradewater, LLC","Tradewater International - Thailand 1.0","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","12/17/2022","12/17/2022","12/16/2032","Completed","Not ARB or Ecology Eligible","03/17/2023","965 Moo 2 Soi 3B Bangpoo Industrial Estate, Sukhumvit Rd Bangpoo Mai","Samut Prakan","TH","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","GHD Limited","GHD Limited","192244","View","",
"ACR799","N/A","Tradewater International SRL","Tradewater International Honduras 1.0","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","09/27/2022","09/27/2022","09/26/2032","Completed","Not ARB or Ecology Eligible","06/30/2023","Tredi Séché Group","Saint-Vulbas, L'Ain","FR","03: Good Health and Well-Being;06: Clean Water and Sanitation;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","TÜV SÜD America, Inc. – Ruby Canyon","61861","View","",
"ACR350","CAOD5350","Tradewater, LLC","Tradewater ODS 1","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","08/10/2016","08/10/2016","08/09/2026","N/A","ARB Completed","01/27/2020","El Dorado, AR","ARKANSAS","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","N/A","116741","View","",
"ACR401","CAOD5401","Tradewater, LLC","Tradewater ODS 10","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","12/31/2017","12/31/2017","12/30/2027","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","137262","View","",
"ACR404","CAOD5404","Tradewater, LLC","Tradewater ODS 11","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","02/21/2018","02/21/2018","02/20/2028","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","118326","View","",
"ACR419","CAOD5419","Tradewater, LLC","Tradewater ODS 12","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","04/30/2018","04/30/2018","04/29/2028","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","132126","View","",
"ACR426","CAOD5426","Tradewater, LLC","Tradewater ODS 13","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","07/13/2018","07/13/2018","07/12/2028","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","N/A","140145","View","",
"ACR429","CAOD5429","Tradewater, LLC","Tradewater ODS 14","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","09/04/2018","09/04/2018","09/03/2028","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","N/A","141087","View","",
"ACR431","CAOD5431","Tradewater, LLC","Tradewater ODS 15","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","10/04/2018","10/04/2018","10/03/2028","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","N/A","52322","View","",
"ACR433","CAOD5433","Tradewater, LLC","Tradewater ODS 16","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","10/16/2018","10/16/2018","10/15/2028","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","148592","View","",
"ACR435","CAOD5435","Tradewater, LLC","Tradewater ODS 17","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","11/03/2018","11/03/2018","11/02/2028","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","105029","View","",
"ACR436","CAOD5436","Tradewater, LLC","Tradewater ODS 18","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","11/22/2018","11/22/2018","11/21/2028","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","96146","View","",
"ACR461","CAOD5461","Tradewater, LLC","Tradewater ODS 19","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","01/28/2019","01/28/2019","01/27/2029","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","85284","View","",
"ACR468","CAOD5468","Tradewater, LLC","Tradewater ODS 20","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","02/25/2019","02/25/2019","02/24/2029","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","83032","View","",
"ACR471","CAOD5471","Tradewater, LLC","Tradewater ODS 21","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","03/17/2019","03/17/2019","03/16/2029","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","35887","View","",
"ACR472","CAOD5472","Tradewater, LLC","Tradewater ODS 22","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","04/01/2019","04/01/2019","03/31/2029","N/A","ARB Completed","01/04/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","N/A","83594","View","",
"ACR482","CAOD5482","Tradewater, LLC","Tradewater ODS 23","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","05/09/2019","05/09/2019","05/08/2029","N/A","ARB Completed","01/04/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","N/A","101230","View","",
"ACR488","CAOD5488","Tradewater, LLC","Tradewater ODS 24","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","06/03/2019","06/03/2019","06/02/2029","N/A","ARB Completed","01/04/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","N/A","83226","View","",
"ACR492","CAOD5492","Tradewater, LLC","Tradewater ODS 25","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","07/01/2019","07/01/2019","06/30/2029","N/A","ARB Completed","01/04/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","84831","View","",
"ACR495","CAOD5495","Tradewater, LLC","Tradewater ODS 26","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","07/27/2019","07/27/2019","07/26/2029","N/A","ARB Completed","01/04/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","84842","View","",
"ACR500","CAOD5500","Tradewater, LLC","Tradewater ODS 27","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","08/26/2019","08/26/2019","08/25/2029","N/A","ARB Completed","01/04/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","106355","View","",
"ACR517","CAOD5517","Tradewater, LLC","Tradewater ODS 28","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","10/21/2019","10/21/2019","10/20/2029","N/A","ARB Completed","01/04/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","129697","View","",
"ACR520","CAOD5520","Tradewater, LLC","Tradewater ODS 29","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","11/24/2019","11/24/2019","11/23/2029","N/A","ARB Completed","01/04/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","79438","View","",
"ACR359","CAOD5359","Tradewater, LLC","Tradewater ODS 3","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","11/15/2016","11/15/2016","11/14/2026","N/A","ARB Completed","01/27/2020","El Dorado","ARKANSAS","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","N/A","97813","View","",
"ACR532","CAOD5532","Tradewater, LLC","Tradewater ODS 30","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","12/17/2019","12/17/2019","12/16/2029","N/A","ARB Completed","01/05/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","108679","View","",
"ACR536","CAOD5536","Tradewater, LLC","Tradewater ODS 31","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","02/28/2020","02/28/2020","02/27/2030","N/A","ARB Completed","01/05/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","N/A","89898","View","",
"ACR543","CAOD5543","Tradewater, LLC","Tradewater ODS 32","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","04/03/2020","04/03/2020","04/02/2030","N/A","ARB Completed","01/05/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","N/A","71885","View","",
"ACR547","CAOD5547","Tradewater, LLC","Tradewater ODS 33","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","05/04/2020","05/04/2020","05/03/2030","N/A","ARB Completed","01/05/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","N/A","56697","View","",
"ACR561","CAOD5561","Tradewater, LLC","Tradewater ODS 34","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","08/01/2020","08/01/2020","07/31/2030","N/A","ARB Completed","01/05/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","101273","View","",
"ACR577","CAOD5577","Tradewater, LLC","Tradewater ODS 35","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","08/30/2020","08/30/2020","08/29/2030","N/A","ARB Completed","01/05/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","80326","View","",
"ACR615","CAOD5615","Tradewater, LLC","Tradewater ODS 35a","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","08/29/2020","08/29/2020","08/28/2030","N/A","ARB Inactive","04/05/2021","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","","View","",
"ACR589","CAOD5589","Tradewater, LLC","Tradewater ODS 36","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","10/20/2020","10/20/2020","10/19/2030","N/A","ARB Completed","01/05/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","133145","View","",
"ACR608","CAOD5608","Tradewater, LLC","Tradewater ODS 37","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","01/07/2021","01/07/2021","01/06/2031","N/A","ARB Completed","01/05/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","100810","View","",
"ACR625","CAOD5625","Tradewater, LLC","Tradewater ODS 38","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","03/14/2021","03/14/2021","03/13/2031","N/A","ARB Completed","06/08/2022","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","136658","View","",
"ACR627","CAOD5627","Tradewater, LLC","Tradewater ODS 39","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","08/29/2020","08/29/2020","08/28/2030","N/A","Listed - Active ARB Project","02/26/2021","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","4520","View","",
"ACR363","CAOD5363","Tradewater, LLC","Tradewater ODS 4","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","01/23/2017","01/23/2017","01/22/2027","N/A","ARB Completed","01/27/2020","El Dorado, AR","ILLINOIS","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","N/A","91819","View","",
"ACR636","CAOD5636","Tradewater, LLC","Tradewater ODS 40","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","05/19/2021","05/19/2021","05/18/2031","N/A","ARB Completed","01/05/2024","East Liverpool","ILLINOIS","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","GHD Limited","N/A","93755","View","",
"ACR645","CAOD5645","Tradewater, LLC","Tradewater ODS 41","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","06/29/2021","06/29/2021","06/28/2031","N/A","ARB Completed","01/05/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","GHD Limited","N/A","72142","View","",
"ACR666","CAOD5666","Tradewater, LLC","Tradewater ODS 42","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","09/11/2021","09/11/2021","09/10/2031","N/A","ARB Completed","01/05/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","GHD Limited","N/A","93937","View","",
"ACR671","CAOD5671","Tradewater, LLC","Tradewater ODS 43","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","10/19/2021","10/19/2021","10/18/2031","N/A","ARB Completed","01/05/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","73042","View","",
"ACR686","CAOD5686","Tradewater, LLC","Tradewater ODS 44","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","12/25/2021","12/25/2021","12/24/2031","N/A","ARB Completed","01/05/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","89712","View","",
"ACR744","CAOD5744","Tradewater, LLC","Tradewater ODS 45","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","03/18/2022","03/18/2022","03/17/2032","N/A","ARB Completed","01/05/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","75576","View","",
"ACR762","CAOD5762","Tradewater, LLC","Tradewater ODS 46","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","06/05/2022","06/05/2022","06/04/2032","N/A","ARB Completed","01/05/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","114791","View","",
"ACR780","CAOD5780","Tradewater, LLC","Tradewater ODS 47","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","09/07/2022","09/07/2022","09/06/2032","N/A","ARB Completed","09/22/2023","1100 Haskins Road","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","129471","View","",
"ACR826","CAOD5826","Tradewater, LLC","Tradewater ODS 48","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","11/29/2022","11/29/2022","11/28/2032","N/A","ARB Completed","01/11/2024","Bowling Green","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","132823","View","",
"ACR872","CAOD5872","Tradewater, LLC","Tradewater ODS 49","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","04/16/2023","04/16/2023","04/15/2033","N/A","Listed - Active ARB Project","03/27/2023","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","N/A","86994","View","",
"ACR370","CAOD5370","Tradewater, LLC","Tradewater ODS 5","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","02/28/2017","02/28/2017","02/27/2027","N/A","ARB Completed","01/27/2020","El Dorado","ARKANSAS","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","N/A","121455","View","",
"ACR884","CAOD5884","Tradewater, LLC","Tradewater ODS 50","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","06/13/2023","06/13/2023","06/12/2033","N/A","Listed - Active ARB Project","05/12/2023","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","N/A","42364","View","",
"ACR892","ECYOD892","Tradewater, LLC","Tradewater ODS 51","Ozone Depleting Substances","ECY Compliance Offset Protocol: Ozone Depleting Substances Projects","08/07/2023","08/07/2023","08/06/2033","N/A","Ecology Completed","09/05/2024","Bowling Green","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","","139956","View","",
"ACR918","ECYOD918","Tradewater, LLC","Tradewater ODS 52","Ozone Depleting Substances","ECY Compliance Offset Protocol: Ozone Depleting Substances Projects","09/28/2023","09/28/2023","09/27/2033","N/A","Ecology Completed","08/01/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","","61130","View","",
"ACR939","ECYOD939","Tradewater, LLC","Tradewater ODS 53","Ozone Depleting Substances","ECY Compliance Offset Protocol: Ozone Depleting Substances Projects","01/09/2024","01/09/2024","02/18/2024","N/A","Ecology Inactive","04/02/2024","Bowling Green","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","","","View","",
"ACR1022","CAOD1022","Tradewater, LLC","Tradewater ODS 53B","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","01/09/2024","01/09/2024","01/08/2034","N/A","Listed - Active Registry Project","04/03/2024","Bowling Green","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SCS Global Services (Scientific Certification Systems)","N/A","78611","View","",
"ACR1013","CAOD1013","Tradewater, LLC","Tradewater ODS 54","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","03/27/2024","03/27/2024","03/26/2034","N/A","Listed - Active ARB Project","03/25/2024","Bowling Green","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","92445","View","",
"ACR1040","CAOD1040","Tradewater, LLC","Tradewater ODS 55","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","07/02/2024","07/02/2024","07/01/2034","N/A","Listed - Active Registry Project","05/17/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","130298","View","",
"ACR1067","CAOD1067","Tradewater, LLC","Tradewater ODS 56","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","08/29/2024","08/29/2024","08/28/2034","N/A","Listed - Proposed Project","07/23/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","","View","",
"ACR1090","","Tradewater, LLC","Tradewater ODS 57","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","10/23/2024","","","N/A","Listed - Proposed Project","09/19/2024","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","","N/A","","View","",
"ACR379","CAOD5379","Tradewater, LLC","Tradewater ODS 6","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","05/16/2017","05/16/2017","05/15/2027","N/A","ARB Completed","01/27/2020","El Dorado","ARKANSAS","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","N/A","120918","View","",
"ACR383","CAOD5383","Tradewater, LLC","Tradewater ODS 7","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","08/26/2017","08/26/2017","08/25/2027","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","138972","View","",
"ACR385","CAOD5385","Tradewater, LLC","Tradewater ODS 8","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","09/16/2017","09/16/2017","09/18/2027","N/A","ARB Completed","01/27/2020","East Liverpool","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","138331","View","",
"ACR387","CAOD5387","Tradewater, LLC","Tradewater ODS 9","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","11/02/2017","11/02/2017","11/01/2027","N/A","ARB Completed","01/27/2020","East Liverpool, OH","OHIO","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","N/A","129854","View","",
"ACR354","CAOD5354","Tradewater, LLC","Tradewater ODS2","Ozone Depleting Substances","ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks","09/15/2016","09/15/2016","09/14/2026","N/A","ARB Completed","01/27/2020","El Dorado","ARKANSAS","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","N/A","103357","View","",
"ACR894","N/A","Tradewater, LLC","Tradewater OOG 1","Industrial Process Emissions","Plugging Orphan Oil and Gas Wells in the U.S. and Canada","07/14/2023","07/14/2023","07/13/2043","Listed","Not ARB or Ecology Eligible","07/28/2023","Dubois County","INDIANA","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","GHD Limited","","","View","",
"ACR915","N/A","Tradewater, LLC","Tradewater OOG 2","Industrial Process Emissions","Plugging Orphan Oil and Gas Wells in the U.S. and Canada","01/22/2024","01/22/2024","01/21/2044","Completed","Not ARB or Ecology Eligible","09/27/2024","Greene County","INDIANA","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","GHD Limited","GHD Limited","813632","View","",
"ACR1043","N/A","Tradewater, LLC","Tradewater OOG 3","Industrial Process Emissions","Plugging Orphan Oil and Gas Wells in the U.S. and Canada","06/17/2024","06/17/2024","06/16/2044","Listed","Not ARB or Ecology Eligible","05/30/2024","Dubois County","INDIANA","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","GHD Limited","","","View","",
